ObjectID,Year,Date,Time,Date and Time,number_obs,Observer(s),Wetland Number,Days Since Rain,Maximum Depth (m),Sky Code,Water Clarity,Total Search Time (minutes),Species 1,Species 1 Number of Egg Masses,Species 2,Species 2 Number of Egg Masses,Species 3,Species 3 Number of Egg Masses,Species 4,Species 4 Number of Egg Masses,Species 5,Species 5 Number of Egg Masses,Species Calling,Notes
430,2024,3/26/24,17:23:00,3/26/24 17:23,2,"Jade_Samples,Ivy Bryan",46,3,0.75,2,0,7.51,,,,,,,,,,,Acris_gryllus,Windy. Making it hard to see 
431,2024,3/26/24,17:38:00,3/26/24 17:38,1,Mia_Cinello-Smith,49,3,0.85,2,2,5.47,,,,,,,,,,,Nothing_heard_calling,NA
432,2024,3/26/24,17:38:00,3/26/24 17:38,2,"Jade_Samples,Ivy Bryan",49,3,0.85,2,2,5.47,Rana Sphenocephala,1,,,,,,,,,Nothing_heard_calling,Saw 1 AMTIG larva? Super windy 
433,2024,3/26/24,17:59:00,3/26/24 17:59,1,Mia_Cinello-Smith,50,3,0.7,2,3,9.39,,,,,,,,,,,Acris_gryllus,NA
434,2024,3/26/24,17:59:00,3/26/24 17:59,2,"Jade_Samples,Ivy Bryan",50,3,0.7,4,0,9.31,,,,,,,,,,,Acris_gryllus,WINDY 
435,2024,3/28/24,12:34:00,3/28/24 12:34,2,"Jade_Samples,Mia_Cinello-Smith",15,1,0.32,0,0,3.43,,,,,,,,,,,Nothing_heard_calling,NA
436,2024,3/28/24,12:47:00,3/28/24 12:47,2,"Jade_Samples,Mia_Cinello-Smith",21,1,0.46,0,0,5.25,,,,,,,,,,,Nothing_heard_calling,Lots of SCHOL tadpoles and a few PSORN tadpoles. 
437,2024,3/28/24,14:11:00,3/28/24 14:11,2,"Jade_Samples,Mia_Cinello-Smith",53,1,0.59,0,0,54.07,,,,,,,,,,,Acris_gryllus,"PNSIG, SCHOL, PSORN, RASPH larvae "
438,2024,3/28/24,14:47:00,3/28/24 14:47,2,"Jade_Samples,Mia_Cinello-Smith",55,1,0.48,0,1,17.09,,,,,,,,,,,"Pseudacris_nigrita,Acris_gryllus","PSORN, PSNIG, AMTIG, AMTAL larvae "
439,2024,3/28/24,15:37:00,3/28/24 15:37,2,"Jade_Samples,Mia_Cinello-Smith",51,1,0.9,0,0,38.01,,,,,,,,,,,Acris_gryllus,"4 ACGRY adults. PSORN, ANTER tadpoles. One old RASPH egg mass "
440,2024,3/28/24,17:01:00,3/28/24 17:01,1,Jade_Samples,42,1,0.6,0,3,27.31,,,,,,,,,,,Acris_gryllus,"PSNIG, PSORN, RASPH tadpoles. New pig damage "
441,2024,3/28/24,17:30:00,3/28/24 17:30,1,Jade_Samples,46,1,0.82,0,0,26.56,,,,,,,,,,,Acris_gryllus,"PSNIG, RASPH, PSORN tadpoles. Water filling 80% of basin in a few inches of water "
442,2024,3/28/24,17:55:00,3/28/24 17:55,1,Jade_Samples,49,1,0.96,0,2,8.24,,,,,,,,,,,Nothing_heard_calling,Saw small RASPH tadpoles 
443,2024,3/28/24,18:25:00,3/28/24 18:25,1,Jade_Samples,50,1,0.78,0,0,21.19,,,,,,,,,,,"Acris_gryllus,Rana_sphenocephalus",Adult RAPSH. Depth might be wrong. Can’t exactly recall 
444,2024,4/2/24,12:33:00,4/2/24 12:33,2,"Jade_Samples,Mia_Cinello-Smith",15,5,0.07,2,0,0.3,,,,,,,,,,,Nothing_heard_calling,No tadpoles seen. RIP. ARD battery 100%
445,2024,4/2/24,12:55:00,4/2/24 12:55,2,"Jade_Samples,Mia_Cinello-Smith",21,5,0.4,3,0,8.01,,,,,,,,,,,Nothing_heard_calling,Hundreds of SCHOL froglets! 
446,2024,4/2/24,14:16:00,4/2/24 14:16,2,"Jade_Samples,Mia_Cinello-Smith",53,5,0.56,2,0,56.53,Gastrophryne carolinensis,1,Anaxyrus terrestris,22,,,,,,,Acris_gryllus,Saw crawfish. Pig hair in water. Most eggs on west side of wetland. PSORN larvae and dead crow 
447,2024,4/2/24,15:08:00,4/2/24 15:08,2,"Jade_Samples,Mia_Cinello-Smith",51,5,0.86,2,3,36.4,,,,,,,,,,,Acris_gryllus,Saw snake shed. Saw PSORN and ANTER tadpoles. 1 adult ACGRY and pig fur 
448,2024,4/2/24,17:19:00,4/2/24 17:19,2,"Jade_Samples,Mia_Cinello-Smith",46,5,0.77,2,3,15.11,,,,,,,,,,,Acris_gryllus,"PSORN tadpole, Adult ACGRY, adult NEFAS. Weird brown gfilm on water surface. Algae?"
449,2024,4/2/24,17:38:00,4/2/24 17:38,2,"Jade_Samples,Mia_Cinello-Smith",49,5,0.87,2,2,9.53,Rana Sphenocephala,1,,,,,,,,,Nothing_heard_calling,RASPH egg mass a couple days old. 1 hatchling DERET. 
450,2024,4/2/24,18:04:00,4/2/24 18:04,2,"Jade_Samples,Mia_Cinello-Smith",50,5,0.71,2,0,13.05,,,,,,,,,,,Nothing_heard_calling,1 PSORN tadpole. Mia may have seen HYFEM tadpole! 
451,2024,4/3/24,19:52:00,4/3/24 19:52,2,"Jade_Samples,Mia_Cinello-Smith",55,0,0.49,1,0,29.28,,,,,,,,,,,"Acris_gryllus,Pseudacris_nigrita,Gastrophryne_carolinesis","1 RASPH tadpole, PSORN tadpole. Some kind of Ambystoma larvae"
452,2024,4/4/24,12:34:00,4/4/24 12:34,2,"Jade_Samples,Mia_Cinello-Smith",15,1,0.62,0,1,5.52,,,,,,,,,,,Nothing_heard_calling,Water back up to the stage
453,2024,4/4/24,12:57:00,4/4/24 12:57,3,"Jade_Samples,Mia_Cinello-Smith,John_Maerz",21,1,0.48,0,0,5.09,,,,,,,,,,,Nothing_heard_calling,SCHOL tadpoles and froglets 
454,2024,4/4/24,14:13:00,4/4/24 14:13,2,"Jade_Samples,Mia_Cinello-Smith",53,1,0.6,0,0,56.45,,,,,,,,,,,Acris_gryllus,"RASPH, PSORN, ANTER tadpoles. 1 PSORN froglet "
455,2024,4/4/24,15:10:00,4/4/24 15:10,2,"Jade_Samples,Mia_Cinello-Smith",51,1,0.91,0,3,42.34,,,,,,,,,,,Acris_gryllus,"ANTER, RASPH tadpoles. Saw AMBYSTOMA larva. Found GACAR under log "
456,2024,4/4/24,17:14:00,4/4/24 17:14,2,"Jade_Samples,Mia_Cinello-Smith",42,1,0.62,0,3,26.11,Rana Sphenocephala,1,,,,,,,,,Acris_gryllus,"PSORN, PSNIG, RANID tadpoles. Couldn’t catch ranids. Too fast. Saw 3 adult ACGRY "
457,2024,4/4/24,17:45:00,4/4/24 17:45,2,"Jade_Samples,Mia_Cinello-Smith",46,1,0.81,0,3,21.16,,,,,,,,,,,"Acris_gryllus,Pseudacris_nigrita",PSORN tadpoles. 2 adult ACGRY. Basin is 50% full
458,2024,4/4/24,18:07:00,4/4/24 18:07,2,"Jade_Samples,Mia_Cinello-Smith",49,1,0.96,0,2,11.53,,,,,,,,,,,Nothing_heard_calling,Nothing
459,2024,4/4/24,18:27:00,4/4/24 18:27,2,"Jade_Samples,Mia_Cinello-Smith",50,1,0.78,0,0,13.38,,,,,,,,,,,"Acris_gryllus,Pseudacris_nigrita","PSORN, PSNIG tadpoles"
460,2024,4/4/24,19:04:00,4/4/24 19:04,2,"Jade_Samples,Mia_Cinello-Smith",55,1,0.49,0,1,26.19,,,,,,,,,,,Acris_gryllus,"PSORN, RASPH, AMTIG larva. 1 NEFAS"
461,2024,4/9/24,12:43:00,4/9/24 12:43,2,"Jade_Samples,Mia_Cinello-Smith",15,10,0.35,2,0,4.37,,,,,,,,,,,Nothing_heard_calling,No tadpoles. Just lots and lots of mosquito larvae 
462,2024,4/9/24,13:08:00,4/9/24 13:08,2,"Jade_Samples,Mia_Cinello-Smith",21,10,0.39,2,0,7.32,,,,,,,,,,,Nothing_heard_calling,Hundreds of SCHOL froglets
463,2024,4/9/24,14:35:00,4/9/24 14:35,2,"Jade_Samples,Mia_Cinello-Smith",10,10,0.58,2,0,61.06,Rana Sphenocephala,1,Gastrophryne carolinensis,6,,,,,,,Acris_gryllus,"3 adult ACGRY, ANTER, RASPH, PSORN tadpoles. 1 adult nerodia. One mystery salamander larva. Couldn’t get hands on it. Possible PSSTR"
464,2024,4/9/24,15:24:00,4/9/24 15:24,2,"Jade_Samples,Mia_Cinello-Smith",51,10,0.88,1,0,28.18,,,,,,,,,,,Acris_gryllus,"Saw 1 adult ACGRY, saw thousands of ANTER tadpoles "
465,2024,4/9/24,17:10:00,4/9/24 17:10,2,"Jade_Samples,Mia_Cinello-Smith",55,10,0.44,2,0,20.17,,,,,,,,,,,Acris_gryllus,Saw a swamp rabbit 
466,2024,4/9/24,17:32:00,4/9/24 17:32,2,"Jade_Samples,Mia_Cinello-Smith",50,10,0.72,2,0,10.56,,,,,,,,,,,Acris_gryllus,RANA spp. tadpoles glimpsed. 
467,2024,4/9/24,17:51:00,4/9/24 17:51,2,"Jade_Samples,Mia_Cinello-Smith",49,10,0.83,2,2,6.59,,,,,,,,,,,Nothing_heard_calling,2 juvenile NEFAS. 3 juvenile DERET.
468,2024,4/9/24,18:15:00,4/9/24 18:15,2,"Jade_Samples,Mia_Cinello-Smith",46,10,0.76,2,0,13.25,,,,,,,,,,,Acris_gryllus,Nothing else observed. 
469,2024,4/9/24,18:43:00,4/9/24 18:43,2,"Jade_Samples,Mia_Cinello-Smith",42,10,0.59,2,0,21.34,,,,,,,,,,,Acris_gryllus,"Saw snake shed. Saw 4 adult ACGRY, Rana tadpoles, PSNIG tadpoles   "
470,2024,4/11/24,13:28:00,4/11/24 13:28,2,"Jade_Samples,Mia_Cinello-Smith",51,0,1.12,1,0,45,,,,,,,,,,,"Acris_gryllus,Hyla_gratiosa,Rana_sphenocephalus",Saw ANTER. 1 adult NEFAS 
471,2024,4/11/24,14:29:00,4/11/24 14:29,2,"Mia_Cinello-Smith,Jade_Samples",53,0,0.84,1,1,45,Rana Sphenocephala,1,,,,,,,,,"Rana_sphenocephalus,Acris_gryllus,Anaxyrus_terrestris,Hyla_chrysoscelis,Scaphiopus_holbrookii,Rana_grylio","ANTER, RASPH, PSORN, PSNIG tadpoles. Saw a crawfish. "
472,2024,4/11/24,15:47:00,4/11/24 15:47,2,"Jade_Samples,Mia_Cinello-Smith",55,0,0.68,1,1,45,Anaxyrus terrestris,30,Scaphiopus holbrookii,15,Genus Hyla,1,,,,,"Anaxyrus_terrestris,Acris_gryllus,Rana_sphenocephalus,Hyla_gratiosa","Saw 1 adult HYGRA, 7 pairs of amplexing ANTER. Psorn, PSNIG, ranid tadpoles. 2 BIG AMTIG larva. "
473,2024,4/11/24,17:59:00,4/11/24 17:59,2,"Jade_Samples,Mia_Cinello-Smith",15,0,1.3,1,2,45,Scaphiopus holbrookii,401,Anaxyrus terrestris,2,Genus Hyla,1,,,,,"Acris_gryllus,Pseudacris_nigrita,Hyla_squirella,Pseudacris_ornata",SO windy. Saw adult ANTER and SCHOL
474,2024,4/11/24,18:32:00,4/11/24 18:32,2,"Jade_Samples,Mia_Cinello-Smith",21,0,0.92,1,2,20.25,Rana Sphenocephala,424,,,,,,,,,"Acris_gryllus,Pseudacris_ornata",Saw adult southern toad. SCHOL tadpoles a live but also 3 dead. Mia saw an unknown turtle 
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
